IMPORT_OK
import time: self [us] | cumulative | imported package
import time:      1453 |       1875 |                 pandas.core.interchange.from_dataframe
import time:       103 |       3241 |               pandas.api.interchange
import time:       353 |        353 |                 pandas.core.dtypes.api
import time:       133 |        486 |               pandas.api.types
import time:      4951 |       4951 |                 pandas.core.resample
import time:      2055 |       2055 |                       pandas._libs.json
import time:      1563 |       1563 |                       pandas.io.json._normalize
import time:       943 |        943 |                       pandas.io.json._table_schema
import time:      2448 |       2448 |                             pandas._libs.parsers
import time:      2614 |       2614 |                               pandas.io.parsers.base_parser
import time:      1223 |       3837 |                             pandas.io.parsers.arrow_parser_wrapper
import time:      1526 |       1526 |                             pandas.io.parsers.c_parser_wrapper
import time:      4850 |       4850 |                             pandas.io.parsers.python_parser
import time:      3724 |      16383 |                           pandas.io.parsers.readers
import time:       343 |      16725 |                         pandas.io.parsers
import time:        13 |      16738 |                       pandas.io.parsers.readers
import time:      3789 |      25085 |                     pandas.io.json._json
import time:       465 |      25550 |                   pandas.io.json
import time:        12 |      25562 |                 pandas.io.json._json
import time:       595 |        595 |                     pandas.io.sas.sasreader
import time:       387 |        982 |                   pandas.io.sas
import time:        11 |        993 |                 pandas.io.sas.sasreader
import time:     10258 |      10258 |                 pandas.io.stata
import time:       208 |      41970 |               pandas.api.typing
import time:       178 |      46276 |             pandas.api
import time:       562 |        562 |                 concurrent.futures.thread
import time:       572 |        572 |                 pandas._testing._io
import time:       806 |        806 |                 pandas._testing._warnings
import time:        27 |         27 |                     cmath
import time:      2027 |       2054 |                   pandas._libs.testing
import time:      3372 |       5425 |                 pandas._testing.asserters
import time:       419 |        419 |                 pandas._testing.compat
import time:       502 |        502 |                 pandas._testing.contexts
import time:      1756 |      10040 |               pandas._testing
import time:       414 |      10453 |             pandas.testing
import time:       455 |        455 |             pandas.util._print_versions
import time:       616 |        616 |               pandas.io.clipboards
import time:       783 |        783 |                   pandas.io.excel._util
import time:       588 |        588 |                   pandas.io.excel._calamine
import time:       937 |        937 |                   pandas.io.excel._odfreader
import time:      1578 |       1578 |                   pandas.io.excel._openpyxl
import time:       418 |        418 |                   pandas.io.excel._pyxlsb
import time:       439 |        439 |                   pandas.io.excel._xlrd
import time:      3580 |       8321 |                 pandas.io.excel._base
import time:      1035 |       1035 |                 pandas.io.excel._odswriter
import time:       964 |        964 |                 pandas.io.excel._xlsxwriter
import time:       362 |      10680 |               pandas.io.excel
import time:       500 |        500 |               pandas.io.feather_format
import time:      2479 |       2479 |               pandas.io.html
import time:       499 |        499 |               pandas.io.iceberg
import time:       491 |        491 |               pandas.io.orc
import time:      1339 |       1339 |               pandas.io.parquet
import time:       546 |        546 |                 pandas.compat.pickle_compat
import time:       424 |        970 |               pandas.io.pickle
import time:      2375 |       2375 |                 pandas.core.computation.pytables
import time:     15082 |      17456 |               pandas.io.pytables
import time:       421 |        421 |               pandas.io.spss
import time:      6325 |       6325 |               pandas.io.sql
import time:      2130 |       2130 |               pandas.io.xml
import time:       390 |      44291 |             pandas.io.api
import time:       379 |        379 |             pandas.util._tester
import time:       211 |        211 |             pandas._version_meson
import time:       767 |     643836 |           pandas
import time:       367 |        367 |                 openpyxl.compat.numbers
import time:       256 |        256 |                 openpyxl.compat.strings
import time:       545 |       1167 |               openpyxl.compat
import time:        13 |       1180 |             openpyxl.compat.numbers
import time:       300 |        300 |             openpyxl.xml
import time:       238 |        238 |                   openpyxl.worksheet
import time:       291 |        291 |                       openpyxl.utils.exceptions
import time:      1089 |       1379 |                     openpyxl.utils.cell
import time:      1385 |       1385 |                         openpyxl.formula.tokenizer
import time:       228 |       1613 |                       openpyxl.formula
import time:       614 |       2227 |                     openpyxl.utils.formulas
import time:       244 |       3849 |                   openpyxl.utils
import time:      1073 |       1073 |                               openpyxl.utils.datetime
import time:       135 |        135 |                               openpyxl.descriptors.namespace
import time:      1250 |       2457 |                             openpyxl.descriptors.base
import time:       449 |        449 |                                 openpyxl.xml.constants
import time:       710 |       1158 |                               openpyxl.xml.functions
import time:       328 |        328 |                               openpyxl.utils.indexed_list
import time:       467 |       1952 |                             openpyxl.descriptors.sequence
import time:       326 |       4733 |                           openpyxl.descriptors
import time:       853 |        853 |                           openpyxl.descriptors.serialisable
import time:       504 |       6090 |                         openpyxl.styles.alignment
import time:       712 |        712 |                           openpyxl.styles.colors
import time:       452 |       1163 |                         openpyxl.styles.borders
import time:       863 |        863 |                         openpyxl.styles.fills
import time:       423 |        423 |                           openpyxl.descriptors.nested
import time:       607 |       1029 |                         openpyxl.styles.fonts
import time:       769 |        769 |                         openpyxl.styles.numbers
import time:       295 |        295 |                         openpyxl.styles.protection
import time:       482 |        482 |                           openpyxl.descriptors.excel
import time:       728 |        728 |                           openpyxl.styles.cell_style
import time:       722 |       1931 |                         openpyxl.styles.named_styles
import time:       298 |      12435 |                       openpyxl.styles
import time:       252 |        252 |                         openpyxl.styles.proxy
import time:     21184 |      21184 |                         openpyxl.styles.builtins
import time:       532 |      21967 |                       openpyxl.styles.styleable
import time:       677 |        677 |                       openpyxl.worksheet.hyperlink
import time:       421 |        421 |                       openpyxl.worksheet.formula
import time:       766 |        766 |                         openpyxl.cell.text
import time:       833 |       1598 |                       openpyxl.cell.rich_text
import time:      1127 |      38222 |                     openpyxl.cell.cell
import time:       538 |        538 |                     openpyxl.cell.read_only
import time:       213 |      38972 |                   openpyxl.cell
import time:       322 |        322 |                         openpyxl.styles.differential
import time:      1094 |       1415 |                       openpyxl.formatting.rule
import time:       238 |       1653 |                     openpyxl.formatting
import time:      1497 |       1497 |                     openpyxl.worksheet.cell_range
import time:       505 |       3654 |                   openpyxl.formatting.formatting
import time:       443 |        443 |                     openpyxl.packaging
import time:       376 |        376 |                     openpyxl.descriptors.container
import time:      1036 |       1854 |                   openpyxl.packaging.relationship
import time:       312 |        312 |                       openpyxl.utils.escape
import time:      1035 |       1346 |                     openpyxl.worksheet.header_footer
import time:       623 |       1969 |                   openpyxl.workbook.child
import time:       914 |        914 |                   openpyxl.workbook.defined_name
import time:       661 |        661 |                   openpyxl.formula.translate
import time:       844 |        844 |                   openpyxl.worksheet.datavalidation
import time:       863 |        863 |                   openpyxl.worksheet.page
import time:       466 |        466 |                     openpyxl.utils.units
import time:       305 |        305 |                     openpyxl.utils.bound_dictionary
import time:      1191 |       1961 |                   openpyxl.worksheet.dimensions
import time:       258 |        258 |                     openpyxl.utils.protection
import time:       646 |        903 |                   openpyxl.worksheet.protection
import time:      1491 |       1491 |                   openpyxl.worksheet.filters
import time:       573 |        573 |                   openpyxl.worksheet.views
import time:       465 |        465 |                   openpyxl.worksheet.merge
import time:       452 |        452 |                   openpyxl.worksheet.properties
import time:       463 |        463 |                   openpyxl.worksheet.pagebreak
import time:       401 |        401 |                   openpyxl.worksheet.scenario
import time:       139 |        139 |                     openpyxl.worksheet.related
import time:      1323 |       1462 |                   openpyxl.worksheet.table
import time:       985 |        985 |                   openpyxl.worksheet.print_settings
import time:      2447 |      65411 |                 openpyxl.worksheet.worksheet
import time:      1670 |       1670 |                   openpyxl.worksheet._reader
import time:       565 |       2235 |                 openpyxl.worksheet._read_only
import time:       435 |        435 |                         openpyxl.comments.comments
import time:       249 |        684 |                       openpyxl.comments
import time:       131 |        131 |                       openpyxl.comments.author
import time:       408 |        408 |                       openpyxl.comments.shape_writer
import time:       817 |       2040 |                     openpyxl.comments.comment_sheet
import time:       607 |        607 |                     openpyxl.cell._writer
import time:      1182 |       3827 |                   openpyxl.worksheet._writer
import time:       458 |       4284 |                 openpyxl.worksheet._write_only
import time:       295 |        295 |                 openpyxl.worksheet.copier
import time:       178 |        178 |                   openpyxl.writer
import time:       582 |        582 |                       openpyxl.drawing.drawing
import time:        93 |        675 |                     openpyxl.drawing
import time:       567 |        567 |                         PIL._version
import time:       427 |        994 |                       PIL
import time:      2457 |       2457 |                         PIL.ExifTags
import time:       739 |        739 |                         PIL.ImageMode
import time:      1934 |       1934 |                         PIL.TiffTags
import time:       454 |        454 |                         PIL._binary
import time:       535 |        535 |                         PIL._deprecate
import time:       295 |        295 |                         PIL._util
import time:    553695 |     553695 |                         PIL._imaging
import time:     13721 |     573826 |                       PIL.Image
import time:       404 |     575223 |                     openpyxl.drawing.image
import time:       447 |        447 |                                 openpyxl.chart.layout
import time:       407 |        407 |                                 openpyxl.chart.picture
import time:      2320 |       2320 |                                   openpyxl.drawing.colors
import time:      2621 |       2621 |                                     openpyxl.drawing.effect
import time:      3256 |       5876 |                                   openpyxl.drawing.fill
import time:       880 |        880 |                                   openpyxl.drawing.line
import time:      2650 |       2650 |                                   openpyxl.drawing.geometry
import time:       576 |      12300 |                                 openpyxl.chart.shapes
import time:      3305 |       3305 |                                   openpyxl.drawing.text
import time:      1071 |       1071 |                                   openpyxl.chart.data_source
import time:       622 |       4997 |                                 openpyxl.chart.text
import time:       550 |        550 |                                 openpyxl.chart.error_bar
import time:       493 |      19191 |                               openpyxl.chart.marker
import time:       707 |      19897 |                             openpyxl.chart._3d
import time:       414 |        414 |                             openpyxl.chart.legend
import time:       659 |        659 |                             openpyxl.chart.reference
import time:       617 |        617 |                                 openpyxl.chart.label
import time:       430 |        430 |                                 openpyxl.chart.trendline
import time:       830 |       1877 |                               openpyxl.chart.series
import time:       496 |       2372 |                             openpyxl.chart.series_factory
import time:       322 |        322 |                             openpyxl.chart.title
import time:      1266 |      24927 |                           openpyxl.chart._chart
import time:       311 |        311 |                           openpyxl.chart.descriptors
import time:      1734 |       1734 |                           openpyxl.chart.axis
import time:       811 |      27783 |                         openpyxl.chart.area_chart
import time:       716 |        716 |                         openpyxl.chart.bar_chart
import time:       534 |        534 |                         openpyxl.chart.bubble_chart
import time:       269 |        269 |                           openpyxl.chart.updown_bars
import time:       526 |        794 |                         openpyxl.chart.line_chart
import time:       814 |        814 |                         openpyxl.chart.pie_chart
import time:       271 |        271 |                         openpyxl.chart.radar_chart
import time:       265 |        265 |                         openpyxl.chart.scatter_chart
import time:       246 |        246 |                         openpyxl.chart.stock_chart
import time:       464 |        464 |                         openpyxl.chart.surface_chart
import time:       730 |      32612 |                       openpyxl.chart
import time:        38 |      32650 |                     openpyxl.chart._chart
import time:       345 |        345 |                     openpyxl.drawing.xdr
import time:       736 |        736 |                       openpyxl.drawing.properties
import time:       630 |       1366 |                     openpyxl.drawing.connector
import time:       598 |        598 |                       openpyxl.drawing.picture
import time:       330 |        330 |                       openpyxl.drawing.relation
import time:       839 |       1766 |                     openpyxl.drawing.graphic
import time:      1235 |     613257 |                   openpyxl.drawing.spreadsheet_drawing
import time:      2748 |       2748 |                   openpyxl.packaging.manifest
import time:       518 |        518 |                     openpyxl.styles.table
import time:      1295 |       1813 |                   openpyxl.styles.stylesheet
import time:       386 |        386 |                     openpyxl.workbook.external_reference
import time:       488 |        488 |                       openpyxl.workbook.function_group
import time:       776 |        776 |                       openpyxl.workbook.properties
import time:       842 |        842 |                       openpyxl.workbook.protection
import time:       391 |        391 |                       openpyxl.workbook.smart_tags
import time:       547 |        547 |                       openpyxl.workbook.views
import time:       535 |        535 |                       openpyxl.workbook.web
import time:       797 |       4373 |                     openpyxl.packaging.workbook
import time:      1068 |       5827 |                   openpyxl.workbook._writer
import time:       455 |        455 |                   openpyxl.writer.theme
import time:      1043 |     625318 |                 openpyxl.writer.excel
import time:       291 |        291 |                     openpyxl.worksheet.drawing
import time:       637 |        637 |                     openpyxl.chartsheet.relation
import time:       353 |        353 |                     openpyxl.chartsheet.properties
import time:       312 |        312 |                     openpyxl.chartsheet.protection
import time:       224 |        224 |                     openpyxl.chartsheet.views
import time:       262 |        262 |                     openpyxl.chartsheet.custom
import time:       256 |        256 |                     openpyxl.chartsheet.publish
import time:       756 |       3085 |                   openpyxl.chartsheet.chartsheet
import time:       414 |       3498 |                 openpyxl.chartsheet
import time:       691 |        691 |                 openpyxl.packaging.core
import time:      1696 |       1696 |                 openpyxl.packaging.custom
import time:      1427 |     704851 |               openpyxl.workbook.workbook
import time:       288 |     705139 |             openpyxl.workbook
import time:       324 |        324 |               openpyxl.reader
import time:       165 |        165 |                 openpyxl.pivot
import time:      1124 |       1124 |                 openpyxl.pivot.fields
import time:      3921 |       5209 |               openpyxl.pivot.table
import time:        24 |         24 |               openpyxl.tests
import time:       354 |        354 |               openpyxl.reader.strings
import time:       763 |        763 |                     openpyxl.workbook.external_link.external
import time:       149 |        912 |                   openpyxl.workbook.external_link
import time:        13 |        924 |                 openpyxl.workbook.external_link.external
import time:      2768 |       2768 |                 openpyxl.pivot.cache
import time:       357 |        357 |                 openpyxl.pivot.record
import time:       730 |       4777 |               openpyxl.reader.workbook
import time:       806 |        806 |                   openpyxl.chart.plotarea
import time:       865 |        865 |                   openpyxl.chart.pivot
import time:       495 |        495 |                   openpyxl.chart.print_settings
import time:       824 |       2988 |                 openpyxl.chart.chartspace
import time:       242 |        242 |                 openpyxl.chart.reader
import time:       452 |       3681 |               openpyxl.reader.drawings
import time:      1383 |      15749 |             openpyxl.reader.excel
import time:       304 |        304 |             openpyxl._constants
import time:       395 |     723064 |           openpyxl
import time:       433 |        433 |             xlrd.timemachine
import time:      1806 |       1806 |             xlrd.biffh
import time:      2038 |       2038 |               xlrd.compdoc
import time:      3542 |       3542 |               xlrd.formatting
import time:      8886 |       8886 |                 xlrd.formula
import time:      6758 |      15643 |               xlrd.sheet
import time:      4931 |      26151 |             xlrd.book
import time:       482 |        482 |             xlrd.info
import time:       807 |        807 |             xlrd.xldate
import time:       943 |      30619 |           xlrd
import time:       556 |    1398074 |         markitdown.converters._xlsx_converter
import time:       413 |        413 |           markitdown.converters._llm_caption
import time:       291 |        291 |             pptx.exc
import time:       301 |        301 |                 pptx.opc
import time:       723 |       1024 |               pptx.opc.constants
import time:       555 |        555 |                       pptx.oxml.ns
import time:       658 |        658 |                           pptx.util
import time:      2103 |       2760 |                         pptx.oxml.simpletypes
import time:      2259 |       2259 |                         pptx.oxml.xmlchemy
import time:       337 |       5355 |                       pptx.oxml.action
import time:       271 |        271 |                         pptx.oxml.chart
import time:       125 |        125 |                           pptx.enum
import time:       721 |        721 |                           pptx.enum.base
import time:      1624 |       2469 |                         pptx.enum.chart
import time:       764 |        764 |                         pptx.oxml.chart.shared
import time:      2182 |       2182 |                           pptx.enum.lang
import time:       679 |        679 |                           pptx.enum.text
import time:        97 |         97 |                             pptx.oxml.dml
import time:      1121 |       1121 |                             pptx.enum.dml
import time:       843 |       2061 |                           pptx.oxml.dml.fill
import time:      1953 |       6874 |                         pptx.oxml.text
import time:      1236 |      11612 |                       pptx.oxml.chart.axis
import time:       943 |        943 |                       pptx.oxml.chart.chart
import time:       789 |        789 |                       pptx.oxml.chart.datalabel
import time:       400 |        400 |                       pptx.oxml.chart.legend
import time:       376 |        376 |                       pptx.oxml.chart.marker
import time:      1109 |       1109 |                       pptx.oxml.chart.plot
import time:       760 |        760 |                       pptx.oxml.chart.series
import time:      1157 |       1157 |                       pptx.oxml.coreprops
import time:       369 |        369 |                       pptx.oxml.dml.color
import time:       143 |        143 |                       pptx.oxml.dml.line
import time:       965 |        965 |                       pptx.oxml.presentation
import time:       283 |        283 |                         pptx.oxml.shapes
import time:      2542 |       2542 |                         pptx.enum.shapes
import time:        92 |         92 |                             pptx.dml
import time:      1003 |       1003 |                             pptx.dml.color
import time:       527 |        527 |                             pptx.shared
import time:      1069 |       2691 |                           pptx.dml.fill
import time:      1668 |       4359 |                         pptx.oxml.shapes.shared
import time:      1330 |       8513 |                       pptx.oxml.shapes.autoshape
import time:       446 |        446 |                       pptx.oxml.shapes.connector
import time:      1917 |       1917 |                         pptx.oxml.table
import time:      2198 |       2198 |                         pptx.spec
import time:       893 |       5007 |                       pptx.oxml.shapes.graphfrm
import time:       730 |        730 |                         pptx.oxml.shapes.picture
import time:      1054 |       1783 |                       pptx.oxml.shapes.groupshape
import time:      1061 |       1061 |                       pptx.oxml.slide
import time:       145 |        145 |                       pptx.oxml.theme
import time:      1648 |      43127 |                     pptx.oxml
import time:       727 |      43854 |                   pptx.opc.oxml
import time:       397 |        397 |                   pptx.opc.packuri
import time:       163 |        163 |                     pptx.opc.shared
import time:       207 |        207 |                     pptx.opc.spec
import time:      1159 |       1528 |                   pptx.opc.serialized
import time:      2986 |      48764 |                 pptx.opc.package
import time:       222 |        222 |                   pptx.parts
import time:       913 |       1134 |                 pptx.parts.coreprops
import time:       978 |        978 |                 pptx.parts.image
import time:       292 |        292 |                 pptx.parts.media
import time:       718 |      51884 |               pptx.package
import time:       303 |      53210 |             pptx.api
import time:        81 |         81 |                 pptx.chart
import time:       408 |        408 |                     pptx.dml.line
import time:       374 |        782 |                   pptx.dml.chtfmt
import time:       117 |        117 |                     pptx.text
import time:       281 |        281 |                     pptx.shapes
import time:      1140 |       1140 |                     pptx.text.fonts
import time:       505 |        505 |                         PIL._typing
import time:    808622 |     808622 |                         PIL._imagingft
import time:      2468 |     811594 |                       PIL.ImageFont
import time:      1030 |     812623 |                     pptx.text.layout
import time:      1750 |     815910 |                   pptx.text.text
import time:      1179 |     817869 |                 pptx.chart.axis
import time:       669 |        669 |                 pptx.chart.legend
import time:       936 |        936 |                   pptx.chart.category
import time:       754 |        754 |                   pptx.chart.datalabel
import time:       306 |        306 |                     pptx.chart.marker
import time:       590 |        590 |                     pptx.chart.point
import time:       927 |       1822 |                   pptx.chart.series
import time:      1143 |       4654 |                 pptx.chart.plot
import time:      4643 |       4643 |                 pptx.chart.xmlwriter
import time:       926 |     828839 |               pptx.chart.chart
import time:       519 |        519 |               pptx.parts.embeddedpackage
import time:       418 |     829775 |             pptx.parts.chart
import time:       655 |        655 |                     pptx.media
import time:       450 |        450 |                           pptx.enum.action
import time:       920 |       1370 |                         pptx.action
import time:       312 |        312 |                         pptx.dml.effect
import time:       806 |       2487 |                       pptx.shapes.base
import time:      1168 |       3654 |                     pptx.shapes.autoshape
import time:       920 |        920 |                     pptx.shapes.connector
import time:      1287 |       1287 |                     pptx.shapes.freeform
import time:      1869 |       1869 |                       pptx.table
import time:       623 |       2491 |                     pptx.shapes.graphfrm
import time:       422 |        422 |                     pptx.shapes.group
import time:       942 |        942 |                     pptx.shapes.picture
import time:      1072 |       1072 |                     pptx.shapes.placeholder
import time:      4840 |      16281 |                   pptx.shapes.shapetree
import time:      1669 |      17949 |                 pptx.slide
import time:      1052 |      19001 |               pptx.parts.slide
import time:       528 |        528 |               pptx.presentation
import time:       547 |      20076 |             pptx.parts.presentation
import time:      1033 |     904383 |           pptx
import time:      1310 |     906105 |         markitdown.converters._pptx_converter
import time:       390 |        390 |           markitdown.converters._exiftool
import time:       602 |        991 |         markitdown.converters._image_converter
import time:       393 |        393 |                 chunk
import time:       887 |       1279 |               aifc
import time:       118 |        118 |               audioop
import time:       732 |        732 |               wave
import time:      1936 |       1936 |               speech_recognition.audio
import time:       304 |        304 |               speech_recognition.exceptions
import time:       196 |        196 |               speech_recognition.recognizers
import time:       447 |        447 |               speech_recognition.recognizers.cohere_api
import time:       997 |        997 |               speech_recognition.recognizers.google
import time:       777 |        777 |               speech_recognition.recognizers.google_cloud
import time:       646 |        646 |               speech_recognition.recognizers.pocketsphinx
import time:       459 |        459 |               speech_recognition.recognizers.vosk
import time:        95 |         95 |               speech_recognition.recognizers.whisper_api
import time:       299 |        299 |                 speech_recognition.recognizers.whisper_api.base
import time:       517 |        816 |               speech_recognition.recognizers.whisper_api.groq
import time:       459 |        459 |               speech_recognition.recognizers.whisper_api.openai
import time:        95 |         95 |               speech_recognition.recognizers.whisper_local
import time:       379 |        379 |                 speech_recognition.recognizers.whisper_local.base
import time:       448 |        827 |               speech_recognition.recognizers.whisper_local.faster_whisper
import time:       530 |        530 |               speech_recognition.recognizers.whisper_local.whisper
import time:      5397 |      16101 |             speech_recognition
import time:       447 |        447 |                 pydub.logging_utils
import time:      1560 |       1560 |                 pydub.utils
import time:        79 |         79 |                 StringIO
import time:       217 |        217 |                 pydub.exceptions
/private/var/folders/9w/tdd8py050sv_tdw7syymb1fw0000gn/T/pupu-third-party-l_r9n202/runtimes/mcp.workspace.markitdown/venv/lib/python3.12/site-packages/pydub/utils.py:170: RuntimeWarning: Couldn't find ffmpeg or avconv - defaulting to ffmpeg, but may not work
  warn("Couldn't find ffmpeg or avconv - defaulting to ffmpeg, but may not work", RuntimeWarning)
import time:       618 |        618 |                   pydub.silence
import time:      1240 |       1857 |                 pydub.effects
import time:      5316 |       9473 |               pydub.audio_segment
import time:       622 |      10094 |             pydub
import time:       437 |      26632 |           markitdown.converters._transcribe_audio
import time:       446 |      27077 |         markitdown.converters._audio_converter
import time:      6338 |       6338 |             olefile.olefile
import time:       490 |       6827 |           olefile
import time:       621 |       7448 |         markitdown.converters._outlook_msg_converter
import time:       697 |        697 |         markitdown.converters._zip_converter
import time:       234 |        234 |               azure
import time:       202 |        436 |             azure.ai
import time:       258 |        258 |                 azure.core._version
import time:       436 |        436 |                   azure.core.configuration
import time:       491 |        491 |                         azure.core.pipeline.policies._base
import time:       886 |        886 |                           azure.core.credentials
import time:      1859 |       1859 |                           azure.core.exceptions
import time:       361 |        361 |                                   azure.core.utils._connection_string_parser
import time:      1080 |       1080 |                                   azure.core.utils._utils
import time:       409 |       1848 |                                 azure.core.utils
import time:         6 |       1854 |                               azure.core.utils._utils
import time:      1140 |       1140 |                                     email._header_value_parser
import time:       705 |       1845 |                                   email.headerregistry
import time:       345 |        345 |                                   email.contentmanager
import time:       635 |       2823 |                                 email.policy
import time:       365 |        365 |                                 azure.core.pipeline._tools
import time:      1255 |       4442 |                               azure.core.utils._pipeline_transport_rest_shared
import time:      1999 |       8295 |                             azure.core.pipeline.transport._base
import time:       289 |        289 |                                 azure.core.pipeline._tools_async
import time:       351 |        640 |                               azure.core.utils._pipeline_transport_rest_shared_async
import time:       649 |       1288 |                             azure.core.pipeline.transport._base_async
import time:       603 |      10184 |                           azure.core.pipeline.transport
import time:      1722 |       1722 |                                 azure.core.serialization
import time:      1377 |       3098 |                               azure.core.rest._helpers
import time:       984 |       4082 |                             azure.core.rest._rest_py3
import time:       255 |       4336 |                           azure.core.rest
import time:       840 |        840 |                           azure.core.pipeline.policies._utils
import time:      1163 |      19266 |                         azure.core.pipeline.policies._authentication
import time:       393 |        393 |                         azure.core.pipeline.policies._custom_hook
import time:       772 |        772 |                         azure.core.pipeline.policies._redirect
import time:       197 |        197 |                           azure.core._enum_meta
import time:      1754 |       1950 |                         azure.core.pipeline.policies._retry
import time:       259 |        259 |                             azure.core._azure_clouds
import time:      1916 |       2175 |                           azure.core.settings
import time:       438 |        438 |                               azure.core.tracing._models
import time:       836 |       1273 |                             azure.core.tracing._abstract_span
import time:       301 |       1574 |                           azure.core.tracing
import time:       386 |        386 |                             azure.core.instrumentation
import time:       563 |        948 |                           azure.core.tracing.common
import time:      1155 |       5850 |                         azure.core.pipeline.policies._distributed_tracing
import time:      2367 |       2367 |                         azure.core.pipeline.policies._universal
import time:       381 |        381 |                         azure.core.pipeline.policies._base_async
import time:       585 |        585 |                           azure.core.credentials_async
import time:       919 |       1504 |                         azure.core.pipeline.policies._authentication_async
import time:       377 |        377 |                         azure.core.pipeline.policies._redirect_async
import time:       787 |        787 |                         azure.core.pipeline.policies._retry_async
import time:       353 |        353 |                         azure.core.pipeline.policies._sensitive_header_cleanup_policy
import time:       324 |      34809 |                       azure.core.pipeline.policies
import time:       798 |      35607 |                     azure.core.pipeline._base
import time:       781 |        781 |                     azure.core.pipeline._base_async
import time:       803 |      37190 |                   azure.core.pipeline
import time:       696 |      38321 |                 azure.core._pipeline_client
import time:       315 |        315 |                 azure.core._match_conditions
import time:       856 |        856 |                 azure.core._pipeline_client_async
import time:       519 |      40267 |               azure.core
import time:       103 |        103 |                 azure.ai.documentintelligence._version
import time:       658 |        760 |               azure.ai.documentintelligence._configuration
import time:       769 |        769 |                   azure.core.paging
import time:       748 |        748 |                       azure.core.tracing.decorator
import time:       478 |        478 |                       azure.core.polling._utils
import time:      1246 |       2471 |                     azure.core.polling._poller
import time:       717 |        717 |                     azure.core.polling._async_poller
import time:       314 |       3501 |                   azure.core.polling
import time:      2572 |       2572 |                   azure.core.polling.base_polling
import time:      1052 |       1052 |                           isodate.duration
import time:       210 |        210 |                             isodate.isoerror
import time:       525 |        525 |                                 isodate.tzinfo
import time:       586 |       1110 |                               isodate.isotzinfo
import time:       766 |       1875 |                             isodate.isostrf
import time:       629 |       2713 |                           isodate.isodates
import time:       473 |        473 |                             isodate.isotime
import time:       177 |        650 |                           isodate.isodatetime
import time:       840 |        840 |                           isodate.isoduration
import time:       133 |        133 |                           isodate.version
import time:       713 |       6098 |                         isodate
import time:      4512 |      10610 |                       azure.ai.documentintelligence._model_base
import time:      1514 |       1514 |                       azure.ai.documentintelligence.models._enums
import time:      7524 |      19646 |                     azure.ai.documentintelligence.models._models
import time:       294 |        294 |                     azure.ai.documentintelligence.models._patch
import time:       651 |      20590 |                   azure.ai.documentintelligence.models
import time:        34 |         34 |                     urllib.quote
import time:      5884 |       5918 |                   azure.ai.documentintelligence._serialization
import time:       343 |        343 |                   azure.ai.documentintelligence._vendor
import time:     10334 |      44024 |                 azure.ai.documentintelligence._operations._operations
import time:      2097 |       2097 |                 azure.ai.documentintelligence._operations._patch
import time:       286 |      46406 |               azure.ai.documentintelligence._operations
import time:       856 |      88287 |             azure.ai.documentintelligence._client
import time:       399 |        399 |             azure.ai.documentintelligence._patch
import time:       326 |      89447 |           azure.ai.documentintelligence
import time:       541 |        541 |             azure.identity._auth_record
import time:       379 |        379 |             azure.identity._exceptions
import time:       272 |        272 |             azure.identity._constants
import time:      1187 |       1187 |                                     http.server
import time:      1398 |       2584 |                                   msal.oauth2cli.authcode
import time:      1987 |       4571 |                                 msal.oauth2cli.oauth2
import time:      1081 |       5652 |                               msal.oauth2cli.oidc
import time:       500 |        500 |                               msal.oauth2cli.assertion
import time:       365 |       6515 |                             msal.oauth2cli
import time:       951 |        951 |                             msal.authority
import time:       208 |        208 |                               xml.etree.cElementTree
import time:       605 |        813 |                             msal.mex
import time:       234 |        234 |                               msal.wstrust_response
import time:       301 |        535 |                             msal.wstrust_request
import time:      1624 |       1624 |                             msal.token_cache
import time:       497 |        497 |                             msal.telemetry
import time:       337 |        337 |                             msal.region
import time:       830 |        830 |                               msal.individual_cache
import time:       337 |        337 |                               msal.oauth2cli.http
import time:       304 |        304 |                               msal.exceptions
import time:       754 |       2223 |                             msal.throttled_http_client
import time:        54 |         54 |                               urlparse
import time:       523 |        576 |                             msal.cloudshell
import time:       109 |        109 |                             msal.sku
import time:      5415 |      19591 |                           msal.application
import time:       294 |        294 |                           msal.auth_scheme
import time:      1688 |       1688 |                           msal.managed_identity
import time:       453 |      22024 |                         msal
import time:       595 |        595 |                           azure.identity._enums
import time:       912 |       1507 |                         azure.identity._internal.utils
import time:       415 |        415 |                             cryptography.x509.certificate_transparency
import time:       725 |        725 |                                 cryptography.hazmat.primitives.hashes
import time:      1501 |       2225 |                               cryptography.hazmat._oid
import time:       332 |       2556 |                             cryptography.x509.oid
import time:      4680 |       4680 |                                 cryptography.x509.name
import time:       971 |       5651 |                               cryptography.x509.general_name
import time:       277 |       5927 |                             cryptography.x509.verification
import time:       257 |        257 |                               cryptography.hazmat.primitives.asymmetric
import time:       629 |        629 |                                 cryptography.hazmat.primitives._serialization
import time:       325 |        325 |                                 cryptography.hazmat.primitives.asymmetric.utils
import time:      1087 |       2040 |                               cryptography.hazmat.primitives.asymmetric.dsa
import time:      1093 |       1093 |                               cryptography.hazmat.primitives.asymmetric.ec
import time:       498 |        498 |                               cryptography.hazmat.primitives.asymmetric.ed448
import time:       474 |        474 |                               cryptography.hazmat.primitives.asymmetric.ed25519
import time:       926 |        926 |                               cryptography.hazmat.primitives.asymmetric.mldsa
